page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/autres-animaux/vache-2276153,Vache,299564.11042944784,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2276153_uploaded_image2_1592008518.jpeg""); width: 393px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/oies-2281845,Oies,130000.0,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2281845_uploaded_image2_1592124038.jpeg""); width: 616px;",CFA,"Medina,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/perruches-2296024,Perruches,299564.11042944784,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2296024_uploaded_image2_1592332963.jpeg""); width: 573px;",demande,Point,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/kittens-chatons-2319268,Kittens / chatons,90000.0,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2319268_uploaded_image2_1592689476.jpeg""); width: 438px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/dinde-2351112,Dinde,20000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2351112_uploaded_image2_1593181121.jpeg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chat-blanc-turc-2388043,Chat blanc turc,150000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2388043_uploaded_image1_1593787521.jpg""); width: 430px;",CFA,Mermoz-Sacré,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/couples-paons-2394305,Couples Paons,250000.0,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2394305_uploaded_image3_1593898972.jpeg""); width: 369px;",CFA,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/souris-blanc-2407511,Souris blanc,299564.11042944784,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2407511_uploaded_image1_1594131854.jpg""); width: 405px;",demande,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/dindes-2421638,Dindes,299564.11042944784,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2421638_uploaded_image1_1594369039.jpg""); width: 369px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/geniteur-hollandais-holstein-2430101,Géniteur hollandais Holstein,1200000.0,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2430101_uploaded_image2_1594561326.jpeg""); width: 369px;",CFA,"Mboro,","Mboro,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/vaches-hollandaises-2434087,Vaches hollandaises,299564.11042944784,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/2434087_uploaded_image2_1594647766.jpeg""); width: 571px;",demande,Saint,"Louis,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/oies-2550824,Oies,80000.0,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/2550824_uploaded_image2_1601669512.jpeg""); width: 369px;",CFA,"Diourbel,","Diourbel,",Sénégal
